,index,tournament_type,name,location,date,url,matches_downloaded
1561,1,PSA Satellite,ASB Bank North Island Championship (M),"Hamilton, New Zealand",22 Jun 2008,http://www.squashinfo.com/events/3359-mens-north-island-championship-2008,True
1562,2,PSA 1 Star,Toulouse Open (M),"Toulouse, France",21 Jun 2008,http://www.squashinfo.com/events/3348-mens-toulouse-open-2008,True
1563,3,PSA Satellite,South Island Championship (M),"Christchurch, New Zealand",15 Jun 2008,http://www.squashinfo.com/events/3358-mens-south-island-championship-2008,True
1564,4,PSA Super Satellite,Primavera Open (M),"Kecskemet, Hungary",14 Jun 2008,http://www.squashinfo.com/events/3392-mens-primavera-open-2008,True
1565,5,PSA 3 Star,CAS International (M),"Islamabad, Pakistan",9 Jun 2008,http://www.squashinfo.com/events/3384-mens-cas-international-2008,True
1566,6,PSA Satellite,Welsh Open (M),"Cardiff, Wales",8 Jun 2008,http://www.squashinfo.com/events/3349-mens-welsh-open-2008,True
1567,7,PSA Satellite,Fluidline Golden Open (M),"Kalgoorlie, WA, Australia",2 Jun 2008,http://www.squashinfo.com/events/3396-mens-golden-open-2008,True
1568,8,PSA 2 Star,Scott Wealth Management Open (M),"Irvine, California, USA",2 Jun 2008,http://www.squashinfo.com/events/3395-mens-scott-wealth-management-open-2008,True
1569,9,PSA Satellite,Hemubo Almere Trophy (M),"Almere, Netherlands",1 Jun 2008,http://www.squashinfo.com/events/3356-mens-almere-trophy-2008,True
1570,10,PSA 1 Star,Hithercroft Open (M),"Wallingford, England",1 Jun 2008,http://www.squashinfo.com/events/3387-mens-hithercroft-open-2008,True
1571,11,PSA Satellite,City of Perth International Challenge (M),"Perth, Australia",25 May 2008,http://www.squashinfo.com/events/3345-mens-city-of-perth-international-challenge-2008,True
1572,12,PSA 1 Star,Osso/Bone & Joint Oklahoma City Open (M),"Oklahoma, USA",25 May 2008,http://www.squashinfo.com/events/3383-mens-oklahoma-city-open-2008,True
1573,13,PSA Super Series Finals,ATCO World Series Finals (M),"London, England",23 May 2008,http://www.squashinfo.com/events/3082-mens-world-series-finals-2008,True
1574,14,PSA 1 Star,Atlanta Open (M),"Atlanta, USA",18 May 2008,http://www.squashinfo.com/events/3257-mens-atlanta-open-2008,True
1575,15,PSA Satellite,Primer Torneo Internacional Sporta Open (M),"Guatemala City, Guatemala",18 May 2008,http://www.squashinfo.com/events/3346-mens-internacional-sporta-open-2008,True
1576,16,PSA Satellite,SmokeFree WA Merredin International (M),"Merredin, WA, Australia",18 May 2008,http://www.squashinfo.com/events/3347-mens-merredin-international-2008,True
1577,17,PSA 1 Star,JSIL President PSF International (M),"Abbottabad, Pakistan",16 May 2008,http://www.squashinfo.com/events/3382-mens-president-psf-international-2008,True
1578,18,PSA Super Series Silver,Dunlop British Open (M),"Liverpool, England",12 May 2008,http://www.squashinfo.com/events/3065-mens-british-open-2008,True
1579,19,PSA 1.5 Star,Copa BRB Financeira Brasilia International (M),"Brasilia, Brazil",11 May 2008,http://www.squashinfo.com/events/3381-mens-brasilia-international-2008,True
1580,0,PSA Satellite,Top End Open (M),"Darwin, Australia",11 May 2008,http://www.squashinfo.com/events/3256-mens-top-end-open-2008,True
1581,1,PSA Super Series Platinum,Kuwait Open (M),"Kuwait City, Kuwait",27 Apr 2008,http://www.squashinfo.com/events/3151-mens-kuwait-open-2008,True
1582,2,PSA Satellite,Barossa Valley Open (M),"Tanunda, SA, Australia",26 Apr 2008,http://www.squashinfo.com/events/3242-mens-barossa-valley-open-2008,True
1583,3,PSA 5 Star,Hurghada International (M),"Hurghada, Egypt",20 Apr 2008,http://www.squashinfo.com/events/3234-mens-hurghada-international-2008,True
1584,4,PSA 2.5 Star,Cannon Kirk Homes Irish Open (M),"Dublin, Ireland",19 Apr 2008,http://www.squashinfo.com/events/3150-mens-irish-open-2008,True
1585,5,PSA 1 Star,Roma Est Open (M),"Rome, Italy",12 Apr 2008,http://www.squashinfo.com/events/3271-mens-roma-est-open-2008,True
1586,6,PSA 1.5 Star,Curitiba Open (M),"Curitiba, Brazil",6 Apr 2008,http://www.squashinfo.com/events/3293-mens-curitiba-open-2008,True
1587,7,PSA 1 Star,Squashlife Danish Open (M),"Herlev, Denmark",6 Apr 2008,http://www.squashinfo.com/events/3258-mens-danish-open-2008,True
1588,8,PSA Satellite,Rochester Pro-Am (M),"Rochester, NY, USA",6 Apr 2008,http://www.squashinfo.com/events/3272-mens-rochester-pro-am-2008,True
1589,9,PSA 2.5 Star,COAS International (M),"Islamabad, Pakistan",5 Apr 2008,http://www.squashinfo.com/events/3235-mens-coas-international-2008,True
1590,10,PSA Super Satellite,Saskatchewan Open (M),"Regina, Canada",5 Apr 2008,http://www.squashinfo.com/events/3243-mens-saskatchewan-open-2008,True
1591,11,PSA Satellite,NSC Satellite No3 (M),"Kuala Lumpur, Malaysia",31 Mar 2008,http://www.squashinfo.com/events/3259-mens-nsc-satellite-no3-2008,True
1592,12,PSA 1 Star,NSC Series No1 (M),"Kuala Lumpur, Malaysia",26 Mar 2008,http://www.squashinfo.com/events/3255-mens-nsc-series-no1-2008,True
1593,13,PSA Super Satellite,Garavan's West of Ireland Open (M),"Galway, Ireland",23 Mar 2008,http://www.squashinfo.com/events/3231-mens-west-of-ireland-open-2008,True
1594,14,PSA 5 Star,ISS Canary Wharf Classic (M),"London, England",14 Mar 2008,http://www.squashinfo.com/events/3064-mens-canary-wharf-classic-2008,True
1595,15,PSA Super Satellite,Pokal Aerodrom Ljubljana Kranj Open (M),"Kranj, Slovenia",9 Mar 2008,http://www.squashinfo.com/events/3230-mens-kranj-open-2008,True
1596,16,PSA Satellite,Sigma Swiss Open (M),"Geneva, Switzerland",9 Mar 2008,http://www.squashinfo.com/events/3208-mens-swiss-open-2008,True
1597,17,PSA 5 Star,CIMB KL Open (M),"Kuala Lumpur, Malaysia",8 Mar 2008,http://www.squashinfo.com/events/3149-mens-kl-open-2008,True
1598,18,PSA 1 Star,FAJR International (M),"Kish Island, Iran",6 Mar 2008,http://www.squashinfo.com/events/3210-mens-fajr-international-2008,True
1599,19,PSA Satellite,Salzburg Open (M),"Salzburg, Austria",2 Mar 2008,http://www.squashinfo.com/events/3209-mens-salzburg-open-2008,True
1600,0,PSA Super Series Silver,Davenport Virginia Pro Championship (M),"Richmond, Virginia, USA",1 Mar 2008,http://www.squashinfo.com/events/3060-mens-virginia-pro-championship-2008,True
1601,1,PSA Super Satellite,NSC Super Satellite No1 (M),"Kuala Lumpur, Malaysia",29 Feb 2008,http://www.squashinfo.com/events/3196-mens-nsc-super-satellite-no1-2008,True
1602,2,PSA Satellite,NSC Satellite No2 (M),"Kuala Lumpur, Malaysia",24 Feb 2008,http://www.squashinfo.com/events/3186-mens-nsc-satellite-no2-2008,True
1603,3,PSA 5 Star,Oregon Open (M),"Portland, Oregon, USA",23 Feb 2008,http://www.squashinfo.com/events/3063-mens-oregon-open-2008,True
1604,4,PSA Satellite,NSC Satellite No1 (M),"Kuala Lumpur, Malaysia",19 Feb 2008,http://www.squashinfo.com/events/3184-mens-nsc-satellite-no1-2008,True
1605,5,PSA 5 Star,PACE Canadian Classic (M),"Toronto, Canada",16 Feb 2008,http://www.squashinfo.com/events/3061-mens-canadian-classic-2008,True
1606,6,PSA 2 Star,Savcor Finnish Open (M),"Mikkeli, Finland",16 Feb 2008,http://www.squashinfo.com/events/3148-mens-finnish-open-2008,True
1607,7,PSA 3 Star,Bluenose Classic (M),"Halifax, Nova Scotia, Canada",10 Feb 2008,http://www.squashinfo.com/events/3146-mens-bluenose-classic-2008,True
1608,8,PSA 5 Star,Case Swedish Open (M),"Linköping, Sweden",10 Feb 2008,http://www.squashinfo.com/events/3062-mens-swedish-open-2008,True
1609,9,PSA 3 Star,Kolkata International (M),"Kolkata, India",8 Feb 2008,http://www.squashinfo.com/events/3147-mens-kolkata-international-2008,True
1610,10,PSA 1.5 Star,Winnipeg Building & Decorating Manitoba Open (M),"Winnipeg, Canada",3 Feb 2008,http://www.squashinfo.com/events/3136-mens-manitoba-open-2008,True
1611,11,PSA 2 Star,National Capital Open (M),"Bethesda, Maryland, USA",3 Feb 2008,http://www.squashinfo.com/events/3135-mens-national-capital-open-2008,True
1612,12,PSA 5 Star,EBS Dayton Open (M),"Dayton, Ohio, USA",28 Jan 2008,http://www.squashinfo.com/events/3059-mens-dayton-open-2008,True
1613,13,PSA 1 Star,Austrian Open (M),"Vienna, Austria",27 Jan 2008,http://www.squashinfo.com/events/3143-mens-austrian-open-2008,True
1614,14,PSA 1.5 Star,Talisman Energy Bankers Hall Club Pro Am (M),"Calgary, Canada",27 Jan 2008,http://www.squashinfo.com/events/3142-mens-bankers-hall-club-pro-am-2008,True
1615,15,PSA Satellite,Buler Challenge Cup (M),Hong Kong,20 Jan 2008,http://www.squashinfo.com/events/3132-mens-buler-challenge-cup-2008,True
1616,16,PSA 3 Star,Comfort Inn Open (M),"Vancouver, Canada",20 Jan 2008,http://www.squashinfo.com/events/3137-mens-comfort-inn-open-2008,True
1617,17,PSA Super Series Silver,Bear Stearns Tournament of Champions (M),"New York, USA",16 Jan 2008,http://www.squashinfo.com/events/3057-mens-tournament-of-champions-2008,True
1618,18,PSA Satellite,Esportiu Rocafort Open (M),"Barcelona, Spain",13 Jan 2008,http://www.squashinfo.com/events/3058-mens-rocafort-open-2008,True
1619,19,PSA Super Satellite,Regions Racquet Club Pro Series (M),"St Louis, USA",12 Jan 2008,http://www.squashinfo.com/events/3138-mens-racquet-club-pro-series-2008,True
1620,0,PSA 5 Star,Mamut English Open (M),"Sheffield, England",18 Dec 2007,http://www.squashinfo.com/events/2785-mens-english-open-2007,True
1621,1,PSA 2 Star,Cuauhtemoc Mexico City Open (M),"Mexico City, Mexico",10 Dec 2007,http://www.squashinfo.com/events/3106-mens-mexico-city-open-2007,True
1622,2,PSA 2 Star,African Open (M),"Lagos, Nigeria",8 Dec 2007,http://www.squashinfo.com/events/2782-mens-african-open-2007,True
1623,3,PSA Satellite,NSC Satellite No6 (M),"Kuala Lumpur, Malaysia",1 Dec 2007,http://www.squashinfo.com/events/3102-mens-nsc-satellite-no6-2007,True
1624,4,PSA Super Satellite,Turin Open (M),"Turin, Italy",1 Dec 2007,http://www.squashinfo.com/events/3099-mens-turin-open-2007,True
1625,5,PSA World Open,Endurance World Open (M),"Hamilton, Bermuda",1 Dec 2007,http://www.squashinfo.com/events/795-mens-world-open-2007,True
1626,6,PSA Super Satellite,NSC Super Satellite No3 (M),"Kuala Lumpur, Malaysia",26 Nov 2007,http://www.squashinfo.com/events/3100-mens-nsc-super-satellite-no3-2007,True
1627,7,PSA Satellite,Kengen Parklands Open (M),"Nairobi, Kenya",24 Nov 2007,http://www.squashinfo.com/events/3098-mens-parklands-open-2007,True
1628,8,PSA Super Satellite,PSA McWIL-Dunlop Polish Open (M),"Krakow, Poland",17 Nov 2007,http://www.squashinfo.com/events/3088-mens-polish-open-2007,True
1629,9,PSA 3 Star,25th Anniversary Squash Club Santiago Open (M),"Santiago de Compostela, Spain",17 Nov 2007,http://www.squashinfo.com/events/3078-mens-santiago-open-2007,True
1630,10,PSA 1 Star,Baltimore Cup (M),"Baltimore, USA",11 Nov 2007,http://www.squashinfo.com/events/3083-mens-baltimore-cup-2007,True
1631,11,PSA Super Series Platinum,Cathay Pacific Hong Kong Open (M),Hong Kong,11 Nov 2007,http://www.squashinfo.com/events/2787-mens-hong-kong-open-2007,True
1632,12,PSA 2 Star,Coastal Contacts Jericho Open (M),"Vancouver, Canada",11 Nov 2007,http://www.squashinfo.com/events/3084-mens-jericho-open-2007,True
1633,13,PSA National Closed Satellite,Didacticum Rotterdam Open (M),"Rotterdam, Netherlands",11 Nov 2007,http://www.squashinfo.com/events/3087-mens-rotterdam-open-2007,True
1634,14,PSA 1.5 Star,Club Sportif Cote de Liesse Open (M),"Montreal, Canada",4 Nov 2007,http://www.squashinfo.com/events/3079-mens-club-sportif-cote-de-liesse-open-2007,True
1635,15,PSA 1 Star,NSC 1 Star No2 (M),"Kuala Lumpur, Malaysia",3 Nov 2007,http://www.squashinfo.com/events/3056-mens-nsc-1-star-no2-2007,True
1636,16,PSA Super Series Platinum,Qatar Classic (M),"Doha, Qatar",3 Nov 2007,http://www.squashinfo.com/events/2574-mens-qatar-classic-2007,True
1637,17,PSA Super Satellite,Saskatoon Boast Open (M),"Saskatoon, Canada",28 Oct 2007,http://www.squashinfo.com/events/3054-mens-saskatoon-boast-open-2007,True
1638,18,PSA Super Series Platinum,Saudi International (M),"Al-Khobar, Saudi Arabia",28 Oct 2007,http://www.squashinfo.com/events/2789-mens-saudi-international-2007,True
1639,19,PSA 1 Star,GoodLife Open (M),"Ottawa, Canada",21 Oct 2007,http://www.squashinfo.com/events/3002-mens-goodlife-open-2007,True
1640,0,PSA 1 Star,Bymac Leinster Open (M),"Dublin, Ireland",21 Oct 2007,http://www.squashinfo.com/events/3052-mens-leinster-open-2007,True
1641,1,PSA Super Satellite,Trofeu Internacional Ciutat de Barcelona Open (M),"Barcelona, Spain",20 Oct 2007,http://www.squashinfo.com/events/3008-mens-ciutat-de-barcelona-open-2007,True
1642,2,PSA 1 Star,OHL Canary Islands Open (M),"Santa Cruz, Tenerife, Spain",14 Oct 2007,http://www.squashinfo.com/events/2995-mens-canary-islands-open-2007,True
1643,3,PSA Super Satellite,Bieber Securities Fall Classic (M),"Winnipeg, Canada",14 Oct 2007,http://www.squashinfo.com/events/3006-mens-fall-classic-2007,True
1644,4,PSA 1 Star,Anscombe & Ringland London Open (M),"London, England",14 Oct 2007,http://www.squashinfo.com/events/2996-mens-london-open-2007,True
1645,5,PSA 2.5 Star,Merritt Properties Open (M),"Baltimore, USA",14 Oct 2007,http://www.squashinfo.com/events/3038-mens-merritt-properties-open-2007,True
1646,6,PSA 1.5 Star,Quito Open (M),"Quito, Ecuador",14 Oct 2007,http://www.squashinfo.com/events/2997-mens-quito-open-2007,True
1647,7,PSA 2 Star,Berkshire Open (M),"Williamstown, Mass, USA",8 Oct 2007,http://www.squashinfo.com/events/3039-mens-berkshire-open-2007,True
1648,8,PSA Super Satellite,Citi Open (M),"Rio de Janeiro, Brazil",7 Oct 2007,http://www.squashinfo.com/events/3007-mens-citi-open-2007,True
1649,9,PSA Super Series Platinum,US Open (M),"New York, USA",4 Oct 2007,http://www.squashinfo.com/events/2784-mens-us-open-2007,True
1650,10,PSA Super Series Silver,Dunlop British Open (M),"Manchester, England",24 Sep 2007,http://www.squashinfo.com/events/2771-mens-british-open-2007,True
1651,11,PSA Satellite,Crocodile Challenge Cup (M),Hong Kong,16 Sep 2007,http://www.squashinfo.com/events/3005-mens-crocodile-challenge-cup-2007,True
1652,12,PSA Super Satellite,Rio Verde Open (M),"Rio Verde, Goais, Brazil",16 Sep 2007,http://www.squashinfo.com/events/3015-mens-rio-verde-open-2007,True
1653,13,PSA 3 Star,Wolverhampton Open (M),"Wolverhampton, England",16 Sep 2007,http://www.squashinfo.com/events/3003-mens-wolverhampton-open-2007,True
1654,14,PSA 2 Star,Fashion Tour Open (M),"Belo Horizonte, Brazil",10 Sep 2007,http://www.squashinfo.com/events/2994-mens-fashion-tour-open-2007,True
1655,15,PSA 1 Star,NSC Series No1 (M),"Kuala Lumpur, Malaysia",10 Sep 2007,http://www.squashinfo.com/events/3013-mens-nsc-series-no1-2007,True
1656,16,PSA 5 Star,Prince English Grand Prix (M),"Birmingham, England",9 Sep 2007,http://www.squashinfo.com/events/2783-mens-english-grand-prix-2007,True
1657,17,PSA 2.5 Star,PSO CNS International (M),"Karachi, Pakistan",8 Sep 2007,http://www.squashinfo.com/events/3009-mens-cns-international-2007,True
1658,18,PSA Satellite,NSC Satellite No5 (M),"Kuala Lumpur, Malaysia",4 Sep 2007,http://www.squashinfo.com/events/3010-mens-nsc-satellite-no5-2007,True
1659,19,PSA 2 Star,Bogota Tennis Club Circuito Mundial De Squash (M),"Bogota, Colombia",2 Sep 2007,http://www.squashinfo.com/events/2948-mens-circuito-mundial-de-squash-2007,True
1660,0,PSA 2 Star,Forexx Dutch Open (M),"Amsterdam, Netherlands",2 Sep 2007,http://www.squashinfo.com/events/2931-mens-dutch-open-2007,True
1661,1,PSA 2.5 Star,Club El Nogal Colombian Open (M),"Bogota, Colombia",26 Aug 2007,http://www.squashinfo.com/events/2947-mens-colombian-open-2007,True
1662,2,PSA Satellite,DragonDoc Championship (M),"Atlanta, USA",26 Aug 2007,http://www.squashinfo.com/events/2814-mens-dragondoc-championship-2007,True
1663,3,PSA 1 Star,BAA Bishop's Stortford Festival (M),"Bishop's Stortford, England",25 Aug 2007,http://www.squashinfo.com/events/2954-mens-bishops-stortford-festival-2007,True
1664,4,PSA 2.5 Star,CAS International (M),"Islamabad, Pakistan",21 Aug 2007,http://www.squashinfo.com/events/2993-mens-cas-international-2007,True
1665,5,PSA 1 Star,Auckland Open (M),"Auckland, New Zealand",19 Aug 2007,http://www.squashinfo.com/events/3001-mens-auckland-open-2007,True
1666,6,PSA Super Satellite,ICL Chennai Open - Circuit 2 (M),"Chennai, India",18 Aug 2007,http://www.squashinfo.com/events/2998-mens-chennai-open-circuit-2-2007,True
1667,7,PSA Super Series Finals,ATCO World Series Finals (M),"Manchester, England",12 Aug 2007,http://www.squashinfo.com/events/2780-mens-world-series-finals-2007,True
1668,8,PSA 4 Star,CIMB Malaysian Open (M),"Kuala Lumpur, Malaysia",28 Jul 2007,http://www.squashinfo.com/events/2952-mens-malaysian-open-2007,True
1669,9,PSA 1 Star,BCD & SMH Houston Open (M),"Houston, Texas, USA",22 Jul 2007,http://www.squashinfo.com/events/2953-mens-houston-open-2007,True
1670,10,PSA 4 Star,Rotary Heliopolis Open (M),"Cairo, Egypt",12 Jul 2007,http://www.squashinfo.com/events/2949-mens-heliopolis-open-2007,True
1671,11,PSA 2 Star,Clare Valley Australian Open (M),"Clare, SA, Australia",8 Jul 2007,http://www.squashinfo.com/events/2946-mens-australian-open-2007,True
1672,12,PSA Super Satellite,Partek South Australian Open (M),"North Adelaide, Australia",1 Jul 2007,http://www.squashinfo.com/events/2929-mens-south-australian-open-2007,True
1673,13,PSA 1 Star,Mitsubishi Motors Sao Paulo Open (M),"Sao Paulo, Brazil",24 Jun 2007,http://www.squashinfo.com/events/2940-mens-sao-paulo-open-2007,True
1674,14,PSA 1 Star,Life Greek Open (M),"Athens, Greece",23 Jun 2007,http://www.squashinfo.com/events/2951-mens-greek-open-2007,True
1675,15,PSA Satellite,NSC Satellite No4 (M),"Kuala Lumpur, Malaysia",22 Jun 2007,http://www.squashinfo.com/events/2941-mens-nsc-satellite-no4-2007,True
1676,16,PSA Super Satellite,NSC Super Satellite No2 (M),"Kuala Lumpur, Malaysia",17 Jun 2007,http://www.squashinfo.com/events/2945-mens-nsc-super-satellite-no2-2007,True
1677,17,PSA Super Satellite,ICL Chennai Open (M),"Chennai, India",16 Jun 2007,http://www.squashinfo.com/events/2936-mens-chennai-open-2007,True
1678,18,PSA Satellite,Fluid Line Golden Open (M),"Kalgoorlie, WA, Australia",4 Jun 2007,http://www.squashinfo.com/events/2874-mens-golden-open-2007,True
1679,19,PSA Satellite,Welsh Open (M),"Cardiff, Wales",3 Jun 2007,http://www.squashinfo.com/events/2925-mens-welsh-open-2007,True
1680,0,PSA Super Satellite,NSC Super Satellite No1 (M),"Kuala Lumpur, Malaysia",28 May 2007,http://www.squashinfo.com/events/2924-mens-nsc-super-satellite-no1-2007,True
1681,1,PSA Satellite,City of Perth International Challenge (M),"Perth, Australia",27 May 2007,http://www.squashinfo.com/events/2873-mens-city-of-perth-international-challenge-2007,True
1682,2,PSA 1 Star,Hithercroft Open (M),"Wallingford, England",27 May 2007,http://www.squashinfo.com/events/2758-mens-hithercroft-open-2007,True
1683,3,PSA 2.5 Star,Mayacamas Ranch North American Open (M),"San Francisco, USA",26 May 2007,http://www.squashinfo.com/events/2576-mens-north-american-open-2007,True
1684,4,PSA Satellite,NSC Satellite No3 (M),"Kuala Lumpur, Malaysia",23 May 2007,http://www.squashinfo.com/events/2923-mens-nsc-satellite-no3-2007,True
1685,5,PSA 1 Star,President PSF International (M),"Abbottabad, Pakistan",23 May 2007,http://www.squashinfo.com/events/2901-mens-president-psf-international-2007,True
1686,6,PSA 1 Star,Atlanta Open (M),"Atlanta, USA",20 May 2007,http://www.squashinfo.com/events/2399-mens-atlanta-open-2007,True
1687,7,PSA 1 Star,City of Joondalup Open (M),"Perth, Australia",20 May 2007,http://www.squashinfo.com/events/744-mens-city-of-joondalup-open-2007,True
1688,8,PSA Satellite,Le Sport Open (M),"Rhos-on-Sea, Wales",20 May 2007,http://www.squashinfo.com/events/2883-mens-le-sport-open-2007,True
1689,9,PSA Satellite,NSC Satellite No2 (M),"Kuala Lumpur, Malaysia",18 May 2007,http://www.squashinfo.com/events/2922-mens-nsc-satellite-no2-2007,True
