,index,tournament_type,name,location,date,url,matches_downloaded
2412,12,PSA Satellite,International Tirolean Championship (M),"Innsbruck, Austria",20 Oct 1996,http://www.squashinfo.com/events/1307-mens-international-tirolean-championship-1996,False
2413,13,PSA 5 Star,Rush Creek US Open (M),"Minneapolis, USA",20 Oct 1996,http://www.squashinfo.com/events/287-mens-us-open-1996,True
2414,14,PSA 1 Star,Santa Barbara Open (M),"California, USA",13 Oct 1996,http://www.squashinfo.com/events/369-mens-santa-barbara-open-1996,True
2415,15,PSA Super Series Silver,Qatar International (M),"Doha, Qatar",10 Oct 1996,http://www.squashinfo.com/events/1308-mens-qatar-international-1996,True
2416,16,PSA Satellite,Boz Tour No6 (M),"Bonn, Germany",6 Oct 1996,http://www.squashinfo.com/events/1310-mens-boz-tour-no6-1996,True
2417,17,PSA 1 Star,Pittsburgh Open (M),"Pittsburgh, USA",6 Oct 1996,http://www.squashinfo.com/events/1309-mens-pittsburgh-open-1996,True
2418,18,PSA Satellite,Boz Tour No5 (M),"Nurtingen, Germany",29 Sep 1996,http://www.squashinfo.com/events/1313-mens-boz-tour-no5-1996,True
2419,19,PSA Super Satellite,HCI Cup (M),"Hamburg, Germany",29 Sep 1996,http://www.squashinfo.com/events/1311-mens-hci-cup-1996,True
2420,0,PSA Satellite,Isostar No1 (M),Netherlands,29 Sep 1996,http://www.squashinfo.com/events/1312-mens-isostar-no1-1996,True
2421,1,PSA Super Series Silver,Jeep Gezira Open (M),"Gezira, Egypt",20 Sep 1996,http://www.squashinfo.com/events/1314-mens-gezira-open-1996,True
2422,2,PSA 1 Star,Rio Open (M),"Rio de Janeiro, Brazil",14 Sep 1996,http://www.squashinfo.com/events/1315-mens-rio-open-1996,True
2423,3,PSA Super Satellite,Cali Open (M),"Cali, Colombia",1 Sep 1996,http://www.squashinfo.com/events/1316-mens-cali-open-1996,True
2424,4,PSA Super Series Silver,Cathay Pacific Hong Kong Open (M),Hong Kong,1 Sep 1996,http://www.squashinfo.com/events/162-mens-hong-kong-open-1996,True
2425,5,PSA Super Satellite,Colombian Open (M),"Bogota, Colombia",25 Aug 1996,http://www.squashinfo.com/events/1007-mens-colombian-open-1996,True
2426,6,PSA 3 Star,Singapore Open (M),Singapore,17 Aug 1996,http://www.squashinfo.com/events/1008-mens-singapore-open-1996,True
2427,7,PSA Super Satellite,Head Satellite No3 (M),"Kuala Lumpur, Malaysia",10 Aug 1996,http://www.squashinfo.com/events/1009-mens-head-satellite-no3-1996,True
2428,8,PSA Satellite,Australian PSA Satellite Championship (M),"Melbourne, Australia",8 Aug 1996,http://www.squashinfo.com/events/1010-mens-australian-psa-satellite-championship-1996,True
2429,9,PSA Super Satellite,Head Satellite No2 (M),"Kuala Lumpur, Malaysia",5 Aug 1996,http://www.squashinfo.com/events/1011-mens-head-satellite-no2-1996,True
2430,10,PSA Super Satellite,Head Satellite No1 (M),"Kuala Lumpur, Malaysia",1 Aug 1996,http://www.squashinfo.com/events/1012-mens-head-satellite-no1-1996,True
2431,11,PSA Satellite,Oklahoma City Open (M),"Oklahoma, USA",21 Jul 1996,http://www.squashinfo.com/events/1013-mens-oklahoma-city-open-1996,True
2432,12,PSA Satellite,Talbot FinancialCorp Albuquerque Open (M),"Albuquerque, USA",14 Jul 1996,http://www.squashinfo.com/events/1015-mens-albuquerque-open-1996,True
2433,13,PSA 1 Star,Squash Inn Classic (M),Mexico,7 Jul 1996,http://www.squashinfo.com/events/1016-mens-squash-inn-classic-1996,True
2434,14,PSA Super Satellite,Alpe-Adria Open (M),"Villach, Austria",30 Jun 1996,http://www.squashinfo.com/events/1018-mens-alpe-adria-open-1996,True
2435,15,PSA Satellite,Los Angeles Open (M),"Los Angeles, USA",30 Jun 1996,http://www.squashinfo.com/events/1017-mens-los-angeles-open-1996,True
2436,16,PSA Satellite,WA Open (M),"Bently, Australia",23 Jun 1996,http://www.squashinfo.com/events/1019-mens-wa-open-1996,True
2437,17,PSA Satellite,Boz Tour No3 (M),"Waldstetten, Germany",16 Jun 1996,http://www.squashinfo.com/events/1021-mens-boz-tour-no3-1996,True
2438,18,PSA Satellite,Dallas Open (M),USA,16 Jun 1996,http://www.squashinfo.com/events/1020-mens-dallas-open-1996,True
2439,19,PSA Satellite,Boz Tour No2 (M),"Nurnberg, Germany",9 Jun 1996,http://www.squashinfo.com/events/1720-mens-boz-tour-no2-1996,True
2440,0,PSA Satellite,Italian Open (M),"Milan, Italy",26 May 1996,http://www.squashinfo.com/events/1317-mens-italian-open-1996,True
2441,1,PSA Super Series Gold,Al-Ahram International (M),"Giza, Egypt",22 May 1996,http://www.squashinfo.com/events/717-mens-al-ahram-international-1996,True
2442,2,PSA 1 Star,Pakistan Circuit No2 (M),"Wah, Pakistan",27 Apr 1996,http://www.squashinfo.com/events/1318-mens-pakistan-circuit-no2-1996,True
2443,3,PSA Super Satellite,Albani Danish Open (M),"Odense, Denmark",21 Apr 1996,http://www.squashinfo.com/events/1319-mens-danish-open-1996,True
2444,4, ,Pakistan Circuit No1 (M),"Peshawar, Pakistan",20 Apr 1996,http://www.squashinfo.com/events/1320-mens-pakistan-circuit-no1-1996,True
2445,5,PSA 5 Star,Mutualite Francaise Final (M),"Antibes, France",14 Apr 1996,http://www.squashinfo.com/events/1321-mens-mutualite-francaise-final-1996,True
2446,6,PSA Super Series Silver,Leekes British Open (M),"Cardiff, Wales",7 Apr 1996,http://www.squashinfo.com/events/200-mens-british-open-1996,True
2447,7,PSA Super Series Finals,Equitable Life World Series Finals (M),"Hatfield, England",24 Mar 1996,http://www.squashinfo.com/events/662-mens-world-series-finals-1996,True
2448,8,PSA 1 Star,Grasshopper Cup (M),"Zurich, Switzerland",17 Mar 1996,http://www.squashinfo.com/events/1322-mens-grasshopper-cup-1996,True
2449,9,PSA 3 Star,Hungarian Open (M),"Budapest, Hungary",17 Mar 1996,http://www.squashinfo.com/events/376-mens-hungarian-open-1996,True
2450,10,PSA 1 Star,Mutualite Francaise No6 (M),"Bordeaux, France",17 Mar 1996,http://www.squashinfo.com/events/1323-mens-mutualite-francaise-no6-1996,True
2451,11,PSA Satellite,Esso Antwerp Open (M),Belgium,10 Mar 1996,http://www.squashinfo.com/events/1326-mens-antwerp-open-1996,True
2452,12,PSA 1 Star,Mutualite Francaise No5 (M),"Nimes, France",10 Mar 1996,http://www.squashinfo.com/events/1325-mens-mutualite-francaise-no5-1996,True
2453,13,PSA Satellite,Swiss Open (M),"Geneva, Switzerland",10 Mar 1996,http://www.squashinfo.com/events/1324-mens-swiss-open-1996,True
2454,14,PSA 1 Star,Allied Bank Open (M),"Lahore, Pakistan",8 Mar 1996,http://www.squashinfo.com/events/1327-mens-allied-bank-open-1996,True
2455,15,PSA 1 Star,Servis International (M),"Lahore, Pakistan",1 Mar 1996,http://www.squashinfo.com/events/1328-mens-servis-international-1996,True
2456,16,PSA 1 Star,Mutualite Francaise No4 (M),"Saint Etienne, France",4 Feb 1996,http://www.squashinfo.com/events/1331-mens-mutualite-francaise-no4-1996,True
2457,17,PSA 1.5 Star,Hartford Cup (M),"Hartford, USA",29 Jan 1996,http://www.squashinfo.com/events/1332-mens-hartford-cup-1996,True
2458,18,PSA 1 Star,Mutualite Francaise No3 (M),"Foncenex, France",28 Jan 1996,http://www.squashinfo.com/events/1333-mens-mutualite-francaise-no3-1996,True
2459,19,PSA 2 Star,Marsh & McLennan Apawamis Open (M),"New York, USA",15 Jan 1996,http://www.squashinfo.com/events/1334-mens-apawamis-open-1996,True
2460,0,PSA Super Series Silver,Mahindra International (M),"Bombay, India",12 Dec 1995,http://www.squashinfo.com/events/1338-mens-mahindra-international-1995,True
2461,1,PSA 1 Star,MAA Invitational (M),"Montreal, Canada",11 Dec 1995,http://www.squashinfo.com/events/1340-mens-maa-invitational-1995,True
2462,2,PSA 1 Star,Mutualite Francaise No2 (M),"Hellemmes, France",10 Dec 1995,http://www.squashinfo.com/events/1341-mens-mutualite-francaise-no2-1995,True
2463,3,PSA 1 Star,Mutualite Francaise No1 (M),"Saint Cloud, France",3 Dec 1995,http://www.squashinfo.com/events/1342-mens-mutualite-francaise-no1-1995,True
2464,4,PSA Super Series Silver,Qatar International (M),"Doha, Qatar",2 Dec 1995,http://www.squashinfo.com/events/1343-mens-qatar-international-1995,True
2465,5,PSA Super Series Silver,Pakistan Open (M),"Karachi, Pakistan",26 Nov 1995,http://www.squashinfo.com/events/1344-mens-pakistan-open-1995,True
2466,6,PSA World Open,Detjen World Open (M),"Nicosia, Cyprus",12 Nov 1995,http://www.squashinfo.com/events/1345-mens-world-open-1995,True
2467,7,PSA 2.5 Star,Heliopolis Open (M),"Cairo, Egypt",3 Nov 1995,http://www.squashinfo.com/events/1346-mens-heliopolis-open-1995,True
2468,8,PSA 1 Star,Florida State Open (M),"Boca Raton, USA",29 Oct 1995,http://www.squashinfo.com/events/1348-mens-florida-state-open-1995,True
2469,9,PSA 1 Star,Philadelphia Open (M),"Philadelphia, USA",29 Oct 1995,http://www.squashinfo.com/events/1347-mens-philadelphia-open-1995,True
2470,10,PSA 3 Star,Rolex US Open (M),"Providence, Rhode Island, USA",22 Oct 1995,http://www.squashinfo.com/events/288-mens-us-open-1995,True
2471,11,PSA 1 Star,Canadian Open (M),"Burlington, Canada",15 Oct 1995,http://www.squashinfo.com/events/368-mens-canadian-open-1995,True
2472,12,PSA 1 Star,Pittsburgh Open (M),"Pittsburgh, USA",8 Oct 1995,http://www.squashinfo.com/events/1352-mens-pittsburgh-open-1995,True
2473,13,PSA 1 Star,Santa Barbara Open (M),"Santa Barbara, USA",1 Oct 1995,http://www.squashinfo.com/events/1353-mens-santa-barbara-open-1995,True
2474,14,PSA 2 Star,German Masters (M),"Nurtingen, Germany",24 Sep 1995,http://www.squashinfo.com/events/1355-mens-german-masters-1995,True
2475,15,PSA Satellite,Kleenheat Open (M),"Perth, Australia",24 Sep 1995,http://www.squashinfo.com/events/1356-mens-kleenheat-open-1995,True
2476,16,PSA 1 Star,Quilmes Open (M),"Quilmes, Argentina",24 Sep 1995,http://www.squashinfo.com/events/1354-mens-quilmes-open-1995,True
2477,17,PSA 2 Star,Hungarian Open (M),"Budapest, Hungary",17 Sep 1995,http://www.squashinfo.com/events/377-mens-hungarian-open-1995,True
2478,18,PSA 1 Star,Buzios Open (M),Brazil,16 Sep 1995,http://www.squashinfo.com/events/1357-mens-buzios-open-1995,True
2479,19,PSA Super Series Gold,PSA JSM Super Squash (M),"Yokohama, Japan",10 Sep 1995,http://www.squashinfo.com/events/1358-mens-jsm-super-squash-1995,True
2480,0,PSA 1 Star,Rio Open (M),"Rio de Janeiro, Brazil",10 Sep 1995,http://www.squashinfo.com/events/1359-mens-rio-open-1995,True
2481,1,PSA Super Series Silver,Cathay Pacific Hong Kong Open (M),Hong Kong,3 Sep 1995,http://www.squashinfo.com/events/163-mens-hong-kong-open-1995,True
2482,2,PSA 1 Star,Pizza Hut International (M),Brazil,2 Sep 1995,http://www.squashinfo.com/events/1360-mens-pizza-hut-international-1995,True
2483,3,PSA 1 Star,Campinas Open (M),Brazil,27 Aug 1995,http://www.squashinfo.com/events/1361-mens-campinas-open-1995,True
2484,4,PSA 5 Star,Mulpha-Head Malaysian Open (M),"Kuala Lumpur, Malaysia",26 Aug 1995,http://www.squashinfo.com/events/1362-mens-malaysian-open-1995,True
2485,5,PSA 1 Star,After Sport Sao Paulo Open (M),"Sao Paulo, Brazil",20 Aug 1995,http://www.squashinfo.com/events/1363-mens-sao-paulo-open-1995,True
2486,6,PSA 3 Star,Singapore Open (M),Singapore,19 Aug 1995,http://www.squashinfo.com/events/1364-mens-singapore-open-1995,True
2487,7,PSA 1 Star,Chile Open (M),Chile,6 Aug 1995,http://www.squashinfo.com/events/1366-mens-chile-open-1995,True
2488,8,PSA Satellite,Lakeshore Classic (M),"Chicago, USA",6 Aug 1995,http://www.squashinfo.com/events/1367-mens-lakeshore-classic-1995,True
2489,9,PSA Satellite,Perrier Satellite (M),Malaysia,6 Aug 1995,http://www.squashinfo.com/events/1365-mens-perrier-satellite-1995,True
2490,10,PSA Super Satellite,Colombian Open (M),"Cali, Colombia",30 Jul 1995,http://www.squashinfo.com/events/1368-mens-colombian-open-1995,True
2491,11,PSA Satellite,Albuquerque Open (M),"Albuquerque, USA",23 Jul 1995,http://www.squashinfo.com/events/1369-mens-albuquerque-open-1995,True
2492,12,PSA Satellite,Queensland Open (M),"Queensland, Australia",22 Jul 1995,http://www.squashinfo.com/events/1370-mens-queensland-open-1995,True
2493,13,PSA Super Satellite,Squash Inn Classic (M),Mexico,16 Jul 1995,http://www.squashinfo.com/events/1371-mens-squash-inn-classic-1995,True
2494,14,PSA Satellite,Cairns City Open (M),"Cairns, Australia",2 Jul 1995,http://www.squashinfo.com/events/1372-mens-cairns-city-open-1995,True
2495,15,PSA Super Satellite,Rose Festival (M),"Portland, USA",25 Jun 1995,http://www.squashinfo.com/events/1373-mens-rose-festival-1995,True
2496,16,PSA Super Satellite,San Francisco Open (M),"San Francisco, USA",18 Jun 1995,http://www.squashinfo.com/events/1374-mens-san-francisco-open-1995,True
2497,17,PSA Super Satellite,Los Angeles Open (M),"Los Angeles, USA",11 Jun 1995,http://www.squashinfo.com/events/1375-mens-los-angeles-open-1995,True
2498,18,PSA 5 Star,NYSC Tournament of Champions (M),"New York, USA",8 Jun 1995,http://www.squashinfo.com/events/575-mens-tournament-of-champions-1995,True
2499,19,PSA 3 Star,Internationaux de France (M),"Paris, France",14 May 1995,http://www.squashinfo.com/events/1376-mens-internationaux-de-france-1995,True
2500,0,PSA 1 Star,Italian Open (M),"Bolzano, Italy",6 May 1995,http://www.squashinfo.com/events/1377-mens-italian-open-1995,True
2501,1, ,Cedar Springs Open (M),USA,30 Apr 1995,http://www.squashinfo.com/events/1378-mens-cedar-springs-open-1995,True
2502,2,PSA 1 Star,Antibes Open (M),"Antibes, France",23 Apr 1995,http://www.squashinfo.com/events/1380-mens-antibes-open-1995,True
2503,3,PSA Super Satellite,Danish Open (M),"Odense, Denmark",23 Apr 1995,http://www.squashinfo.com/events/1379-mens-danish-open-1995,True
2504,4,PSA 1.5 Star,Bermuda Open (M),Bermuda,11 Apr 1995,http://www.squashinfo.com/events/1381-mens-bermuda-open-1995,True
2505,5,PSA Super Satellite,Atlanta International Pro-Am (M),"Atlanta, USA",9 Apr 1995,http://www.squashinfo.com/events/1383-mens-atlanta-international-pro-am-1995,True
2506,6,PSA 1 Star,Lille Open (M),"Lille, France",9 Apr 1995,http://www.squashinfo.com/events/1382-mens-lille-open-1995,True
2507,7,PSA 2.5 Star,North American Open (M),"Denver, USA",3 Apr 1995,http://www.squashinfo.com/events/1384-mens-north-american-open-1995,True
2508,8,PSA 1 Star,Oasis International Classic (M),"Le Mans, France",2 Apr 1995,http://www.squashinfo.com/events/1385-mens-oasis-international-classic-1995,True
2509,9,PSA Super Series Silver,Leekes British Open (M),"Cardiff, Wales",26 Mar 1995,http://www.squashinfo.com/events/202-mens-british-open-1995,True
2510,10,PSA Satellite,SquashFest Pro-Am (M),"Brampton, Canada",26 Mar 1995,http://www.squashinfo.com/events/1386-mens-squashfest-pro-am-1995,True
2511,11, ,Swiss Open (M),"Geneva, Switzerland",12 Mar 1995,http://www.squashinfo.com/events/1387-mens-swiss-open-1995,True
2512,12,PSA 4 Star,Andersen Portuguese Open (M),"Vale de Lobo, Portugal",11 Mar 1995,http://www.squashinfo.com/events/1388-mens-portuguese-open-1995,True
2513,13,PSA 1 Star,Toulouse Open (M),"Toulouse, France",5 Mar 1995,http://www.squashinfo.com/events/1389-mens-toulouse-open-1995,True
2514,14,PSA 3 Star,Stroh's Open (M),"Calcutta, India",27 Feb 1995,http://www.squashinfo.com/events/1390-mens-strohs-open-1995,True
2515,15, ,Barrie Open (M),"Ontario, Canada",19 Feb 1995,http://www.squashinfo.com/events/1717-mens-barrie-open-1995,True
2516,16, ,Valentine's Open (M),"Missassauga, Canada",12 Feb 1995,http://www.squashinfo.com/events/1716-mens-valentines-open-1995,True
2517,17,PSA 1 Star,Budapest Open (M),Hungary,5 Feb 1995,http://www.squashinfo.com/events/1394-mens-budapest-open-1995,True
2518,18,PSA Satellite,Windy City Open (M),"Chicago, USA",5 Feb 1995,http://www.squashinfo.com/events/1393-mens-windy-city-open-1995,True
2519,19,PSA Super Series Silver,Mahindra International (M),"Bombay, India",17 Dec 1994,http://www.squashinfo.com/events/1398-mens-mahindra-international-1994,True
2520,0,PSA Satellite,Atlanta Grand Masters (M),"Atlanta, USA",11 Dec 1994,http://www.squashinfo.com/events/1707-mens-atlanta-grand-masters-1994,True
2521,1,PSA Super Series Silver,Yasoob Pakistan Open (M),"Karachi, Pakistan",9 Dec 1994,http://www.squashinfo.com/events/1399-mens-pakistan-open-1994,True
2522,2,PSA Super Series Silver,Qatar International (M),"Doha, Qatar",3 Dec 1994,http://www.squashinfo.com/events/1401-mens-qatar-international-1994,True
2523,3, ,Pine Valley Open (M),"Toronto, Canada",27 Nov 1994,http://www.squashinfo.com/events/1402-mens-pine-valley-open-1994,True
2524,4,PSA Super Satellite,MAA Invitational (M),"Montreal, Canada",20 Nov 1994,http://www.squashinfo.com/events/1403-mens-maa-invitational-1994,True
2525,5,PSA Super Series Silver,PSA JSM Super Squash (M),"Yokohama, Japan",13 Nov 1994,http://www.squashinfo.com/events/1405-mens-jsm-super-squash-1994,True
2526,6,PSA 1 Star,Philadelphia Open (M),"Philadelphia, USA",13 Nov 1994,http://www.squashinfo.com/events/1404-mens-philadelphia-open-1994,True
2527,7,PSA Satellite,Belleview Fitness Open (M),Canada,6 Nov 1994,http://www.squashinfo.com/events/1406-mens-belleview-fitness-open-1994,True
2528,8,PSA 2.5 Star,US Open (M),"Providence, Rhode Island, USA",6 Nov 1994,http://www.squashinfo.com/events/289-mens-us-open-1994,True
2529,9,PSA 1.5 Star,Heliopolis Open (M),"Cairo, Egypt",4 Nov 1994,http://www.squashinfo.com/events/1407-mens-heliopolis-open-1994,True
2530,10,PSA Super Satellite,Baltimore City Open (M),"Baltimore, USA",23 Oct 1994,http://www.squashinfo.com/events/1411-mens-baltimore-city-open-1994,True
2531,11,PSA Satellite,Calgary Open (M),Canada,16 Oct 1994,http://www.squashinfo.com/events/1412-mens-calgary-open-1994,True
2532,12,PSA Satellite,Pittsburgh Open (M),"Pittsburgh, USA",16 Oct 1994,http://www.squashinfo.com/events/1413-mens-pittsburgh-open-1994,True
2533,13,PSA World Open,Ballantines World Open (M),"Barcelona, Spain",14 Sep 1994,http://www.squashinfo.com/events/1414-mens-world-open-1994,True
2534,14,PSA 1 Star,Cali Open (M),"Cali, Colombia",4 Sep 1994,http://www.squashinfo.com/events/1415-mens-cali-open-1994,True
2535,15,PSA Super Series Silver,Cathay Pacific Hong Kong Open (M),Hong Kong,4 Sep 1994,http://www.squashinfo.com/events/164-mens-hong-kong-open-1994,True
2536,16,PSA 1 Star,Rio Open (M),"Rio de Janeiro, Brazil",29 Aug 1994,http://www.squashinfo.com/events/1416-mens-rio-open-1994,True
2537,17,PSA 1.5 Star,Westel Hungarian Open (M),"Budapest, Hungary",28 Aug 1994,http://www.squashinfo.com/events/378-mens-hungarian-open-1994,True
2538,18,PSA 3 Star,Singapore Open (M),Singapore,27 Aug 1994,http://www.squashinfo.com/events/1417-mens-singapore-open-1994,True
2539,19,PSA Super Satellite,Florida State Open (M),"Florida, USA",21 Aug 1994,http://www.squashinfo.com/events/1418-mens-florida-state-open-1994,True
2540,0,PSA 1 Star,L'Acqua di Fiori Open (M),"Belo Horizonte, Brazil",20 Aug 1994,http://www.squashinfo.com/events/1419-mens-lacqua-di-fiori-open-1994,True
2541,1,PSA Super Satellite,Flagship Open (M),"Minneapolis, USA",14 Aug 1994,http://www.squashinfo.com/events/1421-mens-flagship-open-1994,True
2542,2,PSA 1 Star,After Sport Sao Paulo Open (M),"Sao Paulo, Brazil",14 Aug 1994,http://www.squashinfo.com/events/1420-mens-sao-paulo-open-1994,True
2543,3,PSA 1 Star,Aktiv Squash Masters (M),Germany,7 Aug 1994,http://www.squashinfo.com/events/1422-mens-aktiv-squash-masters-1994,True
2544,4,PSA Super Satellite,Chicago Open (M),"Chicago, USA",7 Aug 1994,http://www.squashinfo.com/events/1424-mens-chicago-open-1994,True
2545,5,PSA 1 Star,Curitiba Open (M),"Curitiba, Brazil",7 Aug 1994,http://www.squashinfo.com/events/1423-mens-curitiba-open-1994,True
2546,6,PSA 1 Star,Quilmes Open (M),"Quilmes, Argentina",31 Jul 1994,http://www.squashinfo.com/events/1425-mens-quilmes-open-1994,True
2547,7,PSA Super Satellite,Albuquerque Open (M),"Albuquerque, USA",24 Jul 1994,http://www.squashinfo.com/events/1426-mens-albuquerque-open-1994,True
2548,8,PSA 1 Star,Chile Open (M),Chile,24 Jul 1994,http://www.squashinfo.com/events/1427-mens-chile-open-1994,True
2549,9,PSA Satellite,Santa Barbara Open (M),"Santa Barbara, USA",12 Jun 1994,http://www.squashinfo.com/events/1428-mens-santa-barbara-open-1994,True
2550,10,PSA 1 Star,Japan Open (M),Japan,29 May 1994,http://www.squashinfo.com/events/1429-mens-japan-open-1994,True
2551,11,PSA 5 Star,French Open (M),"Tours, France",22 May 1994,http://www.squashinfo.com/events/1430-mens-french-open-1994,True
2552,12,PSA Super Satellite,Albani Danish Open (M),"Odense, Denmark",24 Apr 1994,http://www.squashinfo.com/events/1432-mens-danish-open-1994,True
2553,13,PSA Super Satellite,Dunlop Pacific Rim Open (M),"Victoria, Canada",24 Apr 1994,http://www.squashinfo.com/events/1431-mens-pacific-rim-open-1994,True
2554,14,PSA 1.5 Star,Bermuda Open (M),Bermuda,23 Apr 1994,http://www.squashinfo.com/events/1433-mens-bermuda-open-1994,True
2555,15,PSA 5 Star,Lehman Bros Tournament of Champions (M),"New York, USA",21 Apr 1994,http://www.squashinfo.com/events/576-mens-tournament-of-champions-1994,True
2556,16,PSA Satellite,River Club Spring Classic (M),"BC, Canada",17 Apr 1994,http://www.squashinfo.com/events/1434-mens-river-club-spring-classic-1994,True
2557,17, ,Coldwell Banker Open (M),"Ontario, Canada",7 Apr 1994,http://www.squashinfo.com/events/1435-mens-coldwell-banker-open-1994,True
2558,18,PSA Super Series Silver,Hi-Tec British Open (M),"Wembley, England",6 Apr 1994,http://www.squashinfo.com/events/203-mens-british-open-1994,True
2559,19,PSA 5 Star,Austrian Open (M),"Linz, Austria",3 Apr 1994,http://www.squashinfo.com/events/1436-mens-austrian-open-1994,True
2560,0,PSA Super Satellite,Perrier Asia Classic (M),"Hong Kong, Hong Kong",13 Mar 1994,http://www.squashinfo.com/events/1441-mens-asia-classic-1994,True
2561,1,PSA Satellite,Swiss Open (M),"Geneva, Switzerland",13 Mar 1994,http://www.squashinfo.com/events/1440-mens-swiss-open-1994,True
2562,2,PSA 5 Star,Andersen Portuguese Open (M),"Vale de Lobo, Portugal",12 Mar 1994,http://www.squashinfo.com/events/1442-mens-portuguese-open-1994,True
2563,3,PSA 1 Star,Westel Budapest Open (M),"Budapest, Hungary",6 Mar 1994,http://www.squashinfo.com/events/1443-mens-budapest-open-1994,True
2564,4,PSA Super Satellite,Mazda Championship (M),"Hong Kong, Hong Kong",6 Mar 1994,http://www.squashinfo.com/events/1444-mens-mazda-championship-1994,True
2565,5,PSA Super Series Silver,Leekes Welsh Classic (M),"Cardiff, Wales",26 Feb 1994,http://www.squashinfo.com/events/1447-mens-welsh-classic-1994,True
2566,6,PSA Satellite,Satellite Gresso (M),Portugal,13 Feb 1994,http://www.squashinfo.com/events/1448-mens-satellite-gresso-1994,True
2567,7,PSA Satellite,Windy City Open (M),"Chicago, USA",6 Feb 1994,http://www.squashinfo.com/events/1449-mens-windy-city-open-1994,True
2568,8, ,Mahindra International (M),"Bombay, India",18 Dec 1993,http://www.squashinfo.com/events/1453-mens-mahindra-international-1993,True
2569,9,PSA Super Series Finals,World Series Finals (M),"Zurich, Switzerland",7 Dec 1993,http://www.squashinfo.com/events/663-mens-world-series-finals-1993,True
2570,10,PSA World Open,World Open (M),"Karachi, Pakistan",23 Nov 1993,http://www.squashinfo.com/events/1454-mens-world-open-1993,True
2571,11, ,Qatar International (M),"Doha, Qatar",17 Nov 1993,http://www.squashinfo.com/events/1455-mens-qatar-international-1993,True
2572,12, ,Adelaide Club Open (M),"Toronto, Canada",15 Nov 1993,http://www.squashinfo.com/events/1456-mens-adelaide-club-open-1993,True
2573,13,PSA Satellite,Odense Open (M),"Odense, Denmark",14 Nov 1993,http://www.squashinfo.com/events/1457-mens-odense-open-1993,True
2574,14,PSA Super Satellite,MAA Invitational (M),Canada,7 Nov 1993,http://www.squashinfo.com/events/1458-mens-maa-invitational-1993,True
2575,15,PSA 1 Star,Rulewave Meer Open (M),"Hoofddorp, Netherlands",24 Oct 1993,http://www.squashinfo.com/events/1459-mens-rulewave-meer-open-1993,True
2576,16,PSA 2.5 Star,Rolex US Open (M),"Philadelphia, USA",17 Oct 1993,http://www.squashinfo.com/events/290-mens-us-open-1993,True
2577,17,PSA Super Satellite,Pittsburgh Open (M),"Pittsburgh, USA",9 Oct 1993,http://www.squashinfo.com/events/1460-mens-pittsburgh-open-1993,True
2578,18,PSA Super Satellite,Santiago Open (M),"Santiago de Compostela, Spain",3 Oct 1993,http://www.squashinfo.com/events/1461-mens-santiago-open-1993,True
2579,19,PSA 5 Star,Dubai Classic (M),"Dubai, United Arab Emirates",25 Sep 1993,http://www.squashinfo.com/events/1462-mens-dubai-classic-1993,True
2580,0,PSA 1 Star,Rio Open (M),"Rio de Janeiro, Brazil",30 Aug 1993,http://www.squashinfo.com/events/1463-mens-rio-open-1993,True
2581,1,PSA Super Series Silver,Cathay Pacific Unisys Hong Kong Open (M),Hong Kong,28 Aug 1993,http://www.squashinfo.com/events/165-mens-hong-kong-open-1993,True
2582,2,PSA 1 Star,Westel Hungarian Open (M),"Budapest, Hungary",27 Aug 1993,http://www.squashinfo.com/events/379-mens-hungarian-open-1993,True
2583,3,PSA 1 Star,Heart Health Australian Open (M),Australia,22 Aug 1993,http://www.squashinfo.com/events/1466-mens-australian-open-1993,True
2584,4,PSA Super Satellite,Florida State Open (M),"Florida, USA",22 Aug 1993,http://www.squashinfo.com/events/1464-mens-florida-state-open-1993,True
2585,5,PSA 1 Star,L'Acqua di Fiori Open (M),"Bela Horizonte, Brazil",22 Aug 1993,http://www.squashinfo.com/events/1465-mens-lacqua-di-fiori-open-1993,True
2586,6,PSA Super Satellite,Flagship Open (M),"Minneapolis, USA",15 Aug 1993,http://www.squashinfo.com/events/1467-mens-flagship-open-1993,True
2587,7,PSA 1 Star,Sao Paulo Open (M),"Sao Paulo, Brazil",15 Aug 1993,http://www.squashinfo.com/events/1468-mens-sao-paulo-open-1993,True
2588,8,PSA 1 Star,Curitiba Open (M),"Curitiba, Brazil",8 Aug 1993,http://www.squashinfo.com/events/1470-mens-curitiba-open-1993,True
2589,9,PSA Super Satellite,Chicago Open (M),"Chicago, USA",7 Aug 1993,http://www.squashinfo.com/events/1471-mens-chicago-open-1993,True
2590,10,PSA 1 Star,Smokefree New Zealand Open (M),"Henderson, New Zealand",7 Aug 1993,http://www.squashinfo.com/events/1472-mens-new-zealand-open-1993,True
2591,11,PSA Super Satellite,Oklahoma City Open (M),"Oklahoma, USA",25 Jul 1993,http://www.squashinfo.com/events/1473-mens-oklahoma-city-open-1993,True
2592,12,PSA Super Satellite,Talbot Albuquerque Open (M),"Albuquerque, USA",18 Jul 1993,http://www.squashinfo.com/events/1474-mens-albuquerque-open-1993,True
2593,13,PSA 1 Star,Santa Barbara Open (M),"Santa Barbara, USA",11 Jul 1993,http://www.squashinfo.com/events/1475-mens-santa-barbara-open-1993,True
