,tournament_index,round,players,result
4003,134,1st round,Joeri Hapers (BEL) bt [WC] Muhammad Haris Iqbal (PAK),"11-2, 11-6, 18-16 (40m)"
4004,134,1st round,[7] Carlos Cornes (ESP),bye
4005,134,1st round,[5] Mohamed Elsherbini (EGY),bye
4006,134,1st round,Wong Chi Him (HKG) bt [WC] Haris Qasim (PAK),"11-3, 11-3, 3-11, 11-1 (35m)"
4007,134,1st round,Omar Elkattan (EGY) bt Farhan Zaman (PAK),"11-2, 11-5, 7-11, 11-4 (25m)"
4008,134,1st round,[2] Tayyab Aslam (PAK),bye
4009,135,Final,[1] Leonel Cardenas (MEX) bt [2] Mario Yanez (MEX),"11-7, 11-8, 15-13 (58m)"
4010,135,Semi-finals,[1] Leonel Cardenas (MEX) bt [3] Jesus Camacho (MEX),"10-12, 7-11, 11-6, 11-3, 11-9 (100m)"
4011,135,Semi-finals,[2] Mario Yanez (MEX) bt [4] Nick Sachvie (CAN),"7-11, 11-8, 9-11, 11-9, 11-7 (90m)"
4012,135,Quarter-finals,[1] Leonel Cardenas (MEX) bt [5] Faraz Khan (USA),"11-5, 7-11, 11-7, 10-12, 11-4 (75m)"
4013,135,Quarter-finals,[3] Jesus Camacho (MEX) bt Ashley Davies (ENG),"9-11, 16-14, 7-11, 11-8, 11-9 (92m)"
4014,135,Quarter-finals,[4] Nick Sachvie (CAN) bt [6] Cameron Seth (CAN),"11-5, 11-7, 11-6 (33m)"
4015,135,Quarter-finals,[2] Mario Yanez (MEX) bt [7] Enzo Corigliano (FRA),"11-5, 11-3, 11-5 (27m)"
4016,135,2nd round,[1] Leonel Cardenas (MEX) bt [WC] Ryosei Kobayashi (JPN),w/o
4017,135,2nd round,[5] Faraz Khan (USA) bt Asyraf Azan (MAS),"11-3, 11-8, 11-9 (39m)"
4018,135,2nd round,Ashley Davies (ENG) bt [8] Noah Browne (BER),"11-9, 11-1, 9-11, 12-10 (50m)"
4019,135,2nd round,[3] Jesus Camacho (MEX) bt Mohamed Nabil (EGY),"12-10, 9-11, 12-10, 9-11, 11-5 (59m)"
4020,135,2nd round,[4] Nick Sachvie (CAN) bt Spencer Lovejoy (USA),"12-10, 11-7, 11-8 (55m)"
4021,135,2nd round,[6] Cameron Seth (CAN) bt Tristan Eysele (RSA),"8-11, 9-11, 11-3, 11-4, 11-2 (65m)"
4022,135,2nd round,[7] Enzo Corigliano (FRA) bt [WC] Ricardo Lopez (MEX),"11-5, 11-8, 11-7 (43m)"
4023,135,2nd round,[2] Mario Yanez (MEX) bt Mark Broekman (ENG),"11-5, 12-10, 11-7 (37m)"
4024,135,1st round,[1] Leonel Cardenas (MEX),bye
4025,135,1st round,[WC] Ryosei Kobayashi (JPN) bt Thomas Calvert (AUS),"11-4, 11-5, 11-8"
4026,135,1st round,Asyraf Azan (MAS) bt [WC] James Wyatt (ENG),"11-8, 12-10, 11-4"
4027,135,1st round,[5] Faraz Khan (USA),bye
4028,135,1st round,[8] Noah Browne (BER),bye
4029,135,1st round,Ashley Davies (ENG) bt Babatunde Ajagbe (NGR),"11-2, 11-9, 14-16, 11-3"
4030,135,1st round,Mohamed Nabil (EGY) bt Jason Hua (USA),"11-6, 11-6, 11-2"
4031,135,1st round,[3] Jesus Camacho (MEX),bye
4032,135,1st round,[4] Nick Sachvie (CAN),bye
4033,135,1st round,Spencer Lovejoy (USA) bt Syed Hamzah Shah Bukhari (PAK),"8-11, 11-8, 11-5, 11-6"
4034,135,1st round,Tristan Eysele (RSA) bt Moustafa Osman (EGY),"11-1, 11-1, 11-3"
4035,135,1st round,[6] Cameron Seth (CAN),bye
4036,135,1st round,[7] Enzo Corigliano (FRA),bye
4037,135,1st round,[WC] Ricardo Lopez (MEX) bt Mustafa Nawar (EGY),"11-1, 11-9, 6-11, 11-9"
4038,135,1st round,Mark Broekman (ENG) bt Adrian Leanza (USA),"11-5, 8-11, 11-6, 11-8"
4039,135,1st round,[2] Mario Yanez (MEX),bye
4040,136,Final,[2] Edmon Lopez (ESP) bt [7] Patrick Rooney (ENG),"13-11, 11-9, 8-11, 13-11 (65m)"
4041,136,Semi-finals,[7] Patrick Rooney (ENG) bt [1] Alan Clyne (SCO),"11-7, 4-11, 6-11, 11-8, 11-9 (65m)"
4042,136,Semi-finals,[2] Edmon Lopez (ESP) bt [4] Bernat Jaume (ESP),"11-6, 11-4, 11-5 (49m)"
4043,136,Quarter-finals,[1] Alan Clyne (SCO) bt [5] Sébastien Bonmalais (FRA),"11-4, 11-1, 14-12 (45m)"
4044,136,Quarter-finals,[7] Patrick Rooney (ENG) bt [3] Victor Crouin (FRA),"11-9, 14-16, 11-5, 11-5 (54m)"
4045,136,Quarter-finals,[4] Bernat Jaume (ESP) bt [8] David Baillargeon (CAN),"11-4, 11-8, 11-6 (32m)"
4046,136,Quarter-finals,[2] Edmon Lopez (ESP) bt [6] Kristian Frost (DEN),"11-9, 11-4, 5-11, 11-2 (52m)"
4047,136,2nd round,[1] Alan Clyne (SCO) bt Stuart MacGregor (ENG),"11-5, 11-4, 11-4 (34m)"
4048,136,2nd round,[5] Sébastien Bonmalais (FRA) bt Matias Tuomi (FIN),"11-7, 6-11, 11-8, 11-7 (47m)"
4049,136,2nd round,[7] Patrick Rooney (ENG) bt Farkas Balazs (HUN),"11-6, 11-4, 11-6 (28m)"
4050,136,2nd round,[3] Victor Crouin (FRA) bt Mohammad Alsarraj (JOR),"11-4, 11-7, 11-9 (26m)"
4051,136,2nd round,[4] Bernat Jaume (ESP) bt Rory Stewart (SCO),"11-7, 11-6, 11-4 (34m)"
4052,136,2nd round,[8] David Baillargeon (CAN) bt Yuri Farneti (ITA),"11-5, 11-7, 11-7 (41m)"
4053,136,2nd round,[6] Kristian Frost (DEN) bt Emyr Evans (WAL),"11-7, 12-10, 11-8 (54m)"
4054,136,2nd round,[2] Edmon Lopez (ESP) bt Mark Fuller (ENG),"11-6, 11-4, 11-4 (28m)"
4055,136,1st round,[1] Alan Clyne (SCO),bye
4056,136,1st round,Stuart MacGregor (ENG) bt Robert Downer (ENG),"11-6, 9-11, 9-11, 11-4, 11-9 (66m)"
4057,136,1st round,Matias Tuomi (FIN) bt [WC] Fergus Richards (SCO),"11-6, 8-11, 11-1, 11-9 (56m)"
4058,136,1st round,[5] Sébastien Bonmalais (FRA),bye
4059,136,1st round,[7] Patrick Rooney (ENG),bye
4060,136,1st round,Farkas Balazs (HUN) bt Hugo Varela (ESP),"11-4, 11-9, 11-4 (30m)"
4061,136,1st round,Mohammad Alsarraj (JOR) bt [WC] Chris Leiper (SCO),"9-11, 11-3, 11-8, 11-7 (31m)"
4062,136,1st round,[3] Victor Crouin (FRA),bye
4063,136,1st round,[4] Bernat Jaume (ESP),bye
4064,136,1st round,Rory Stewart (SCO) bt Miko Äijänen (FIN),"10-12, 11-5, 9-11, 11-3, 11-7 (70m)"
4065,136,1st round,Yuri Farneti (ITA) bt Abhay Singh (IND),"11-6, 11-5, 11-9 (33m)"
4066,136,1st round,[8] David Baillargeon (CAN),bye
4067,136,1st round,[6] Kristian Frost (DEN),bye
4068,136,1st round,Emyr Evans (WAL) bt Aqeel Rehman (AUT),"15-13, 11-5, 8-11, 9-11, 11-8 (70m)"
4069,136,1st round,Mark Fuller (ENG) bt Ondrej Uherka (CZE),"5-11, 11-5, 11-4, 11-2 (50m)"
4070,136,1st round,[2] Edmon Lopez (ESP),bye
4071,137,Final,[2] Mohd Syafiq Kamal (MAS) bt [1] Aditya Jagtap (IND),"13-11, 9-11, 12-10, 10-12, 11-4 (76m)"
4072,137,Semi-finals,[1] Aditya Jagtap (IND) bt [3] Addeen Idrakie (MAS),"11-8, 9-11, 14-12, 8-11, 11-8 (100m)"
4073,137,Semi-finals,[2] Mohd Syafiq Kamal (MAS) bt [4] Tang Ming Hong (HKG),"11-7, 11-9, 11-3 (37m)"
4074,137,Quarter-finals,[1] Aditya Jagtap (IND) bt Moustafa El Sirty (EGY),"9-11, 11-4, 4-11, 11-7, 11-6 (50m)"
4075,137,Quarter-finals,[3] Addeen Idrakie (MAS) bt [5] Darren Pragasam (MAS),"11-9, 11-7, 8-11, 11-3 (40m)"
4076,137,Quarter-finals,[4] Tang Ming Hong (HKG) bt [6] Ryan Pasqual (MAS),"11-8, 11-8, 11-8 (29m)"
4077,137,Quarter-finals,[2] Mohd Syafiq Kamal (MAS) bt Duncan Lee (MAS),"11-2, 11-8, 11-6 (30m)"
4078,137,2nd round,[1] Aditya Jagtap (IND) bt Abhishek Pradhan (IND),"14-12, 11-7, 11-9 (38m)"
4079,137,2nd round,Moustafa El Sirty (EGY) bt [8] Naoki Hayashi (JPN),"3-11, 11-5, 11-9, 11-5 (30m)"
4080,137,2nd round,[5] Darren Pragasam (MAS) bt [WC] Siow Yee Xian (MAS),"8-11, 11-7, 11-5, 11-8 (50m)"
4081,137,2nd round,[3] Addeen Idrakie (MAS) bt Ong Sai Hung (MAS),"11-9, 11-6, 11-4 (32m)"
4082,137,2nd round,[4] Tang Ming Hong (HKG) bt Samuel Kang (SGP),"11-8, 8-11, 11-6, 11-6 (40m)"
4083,137,2nd round,[6] Ryan Pasqual (MAS) bt Wee Ming Hock (MAS),"11-8, 11-4, 11-7 (32m)"
4084,137,2nd round,Duncan Lee (MAS) bt [7] Nicholas Calvert (AUS),"11-8, 11-5, 11-5 (32m)"
4085,137,2nd round,[2] Mohd Syafiq Kamal (MAS) bt Hafiz Zhafri (MAS),"11-3, 11-6, 11-4 (25m)"
4086,137,1st round,[1] Aditya Jagtap (IND),bye
4087,137,1st round,Abhishek Pradhan (IND) bt Faisal Riaz (USA),"11-3, 11-4, 11-4 (16m)"
4088,137,1st round,Moustafa El Sirty (EGY) bt Danial Nurhaqiem (MAS),"11-8, 10-12, 11-3, 11-7 (40m)"
4089,137,1st round,[8] Naoki Hayashi (JPN),bye
4090,137,1st round,[5] Darren Pragasam (MAS),bye
4091,137,1st round,[WC] Siow Yee Xian (MAS) bt Harley Lam (HKG),"11-9, 7-11, 11-7, 11-2 (43m)"
4092,137,1st round,Ong Sai Hung (MAS) bt Amin Ataei (IRI),11-2 ret.
4093,137,1st round,[3] Addeen Idrakie (MAS),bye
4094,137,1st round,[4] Tang Ming Hong (HKG),bye
4095,137,1st round,Samuel Kang (SGP) bt [WC] Amir Amirul (MAS),"13-11, 6-11, 11-6, 9-11, 11-7 (73m)"
4096,137,1st round,Wee Ming Hock (MAS) bt Chua Man Tong (SGP),"11-6, 11-8, 10-12, 9-7 ret. (38m)"
4097,137,1st round,[6] Ryan Pasqual (MAS),bye
4098,137,1st round,[7] Nicholas Calvert (AUS),bye
4099,137,1st round,Duncan Lee (MAS) bt Mohd Farez Izwan (MAS),"11-8, 8-11, 11-8, 11-6 (46m)"
4100,137,1st round,Hafiz Zhafri (MAS) bt Matthew Lai (HKG),"11-9, 4-11, 9-11, 11-7, 11-7 (56m)"
4101,137,1st round,[2] Mohd Syafiq Kamal (MAS),bye
4102,138,Final,[3] Mostafa Asal (EGY) bt [2] Youssef Soliman (EGY),"8-11, 7-11, 11-2, 11-1, 11-7 (55m)"
4103,138,Semi-finals,[3] Mostafa Asal (EGY) bt [1] Greg Lobban (SCO),"11-5, 5-11, 11-3, 11-8 (46m)"
4104,138,Semi-finals,[2] Youssef Soliman (EGY) bt [4] Karim Ali Fathi (EGY),"11-5, 13-11, 6-11, 11-6 (66m)"
4105,138,Quarter-finals,[1] Greg Lobban (SCO) bt [9/16] Mohamed Elsherbini (EGY),"11-5, 11-6, 9-11, 11-7 (55m)"
4106,138,Quarter-finals,[3] Mostafa Asal (EGY) bt [7] Mazen Gamal (EGY),"9-11, 11-6, 11-6, 11-5 (38m)"
4107,138,Quarter-finals,[4] Karim Ali Fathi (EGY) bt [5] Tayyab Aslam (PAK),"11-5, 11-8, 11-5 (43m)"
4108,138,Quarter-finals,[2] Youssef Soliman (EGY) bt [6] Mohamed Reda (EGY),"9-11, 11-5, 11-5, 11-6 (50m)"
4109,138,2nd round,[1] Greg Lobban (SCO) bt [9/16] Henry Leung (HKG),"11-9, 11-4, 11-6 (32m)"
4110,138,2nd round,[9/16] Mohamed Elsherbini (EGY) bt [8] Shehab Essam (EGY),"11-8, 11-5, 11-6 (33m)"
4111,138,2nd round,[7] Mazen Gamal (EGY) bt [9/16] Farhan Mehboob (PAK),"10-12, 11-13, 11-2, 11-4, 11-9 (52m)"
4112,138,2nd round,[3] Mostafa Asal (EGY) bt [9/16] Wong Chi Him (HKG),"11-7, 11-6, 11-4 (19m)"
4113,138,2nd round,[4] Karim Ali Fathi (EGY) bt [9/16] Asim Khan (PAK),"11-5, 8-11, 11-4, 11-9 (51m)"
4114,138,2nd round,[5] Tayyab Aslam (PAK) bt [9/16] Carlos Cornes (ESP),"11-4, 11-5, 12-10 (50m)"
4115,138,2nd round,[6] Mohamed Reda (EGY) bt [9/16] Lau Tsz Kwan (HKG),"11-5, 11-8, 11-7 (27m)"
4116,138,2nd round,[2] Youssef Soliman (EGY) bt Martin Svec (CZE),"11-3, 11-6, 11-8 (23m)"
4117,138,1st round,[1] Greg Lobban (SCO),bye
4118,138,1st round,[9/16] Henry Leung (HKG) bt Ammar Altamimi (KUW),"12-10, 11-4, 11-4 (25m)"
4119,138,1st round,[9/16] Mohamed Elsherbini (EGY) bt [WC] Waqas Mehboob (PAK),"11-7, 13-11, 11-9 (31m)"
4120,138,1st round,[8] Shehab Essam (EGY),bye
4121,138,1st round,[7] Mazen Gamal (EGY),bye
4122,138,1st round,[9/16] Farhan Mehboob (PAK) bt [WC] Israr Ahmed (PAK),"11-2, 11-2, 11-3 (13m)"
4123,138,1st round,[9/16] Wong Chi Him (HKG) bt Sean Conroy (IRL),"11-7, 11-9, 11-8 (31m)"
4124,138,1st round,[3] Mostafa Asal (EGY),bye
4125,138,1st round,[4] Karim Ali Fathi (EGY),bye
4126,138,1st round,[9/16] Asim Khan (PAK) bt Amaad Fareed (PAK),"11-9, 11-6, 10-12, 11-2 (60m)"
4127,138,1st round,[9/16] Carlos Cornes (ESP) bt Farhan Zaman (PAK),"12-10, 11-0, 11-8 (27m)"
4128,138,1st round,[5] Tayyab Aslam (PAK),bye
4129,138,1st round,[6] Mohamed Reda (EGY),bye
4130,138,1st round,[9/16] Lau Tsz Kwan (HKG) bt Jean-Pierre Brits (RSA),"11-8, 11-8, 11-5 (31m)"
4131,138,1st round,Martin Svec (CZE) bt [9/16] Ahmed Hosny (EGY),"11-7, 11-8, 11-6 (26m)"
4132,138,1st round,[2] Youssef Soliman (EGY),bye
4133,139,Final,[1] Addeen Idrakie (MAS) bt [2] Evan Williams (NZL),"6-11, 11-1, 11-9, 11-7 (43m)"
4134,139,Semi-finals,[1] Addeen Idrakie (MAS) bt [4] Connor Sheen (ENG),"6-11, 11-6, 11-3, 11-6 (40m)"
4135,139,Semi-finals,[2] Evan Williams (NZL) bt [3] Darren Pragasam (MAS),"15-17, 11-9, 4-11, 11-4, 12-10"
4136,139,Quarter-finals,[1] Addeen Idrakie (MAS) bt [8] Mike Corren (AUS),"11-6, 7-11, 11-9, 11-9 (40m)"
4137,139,Quarter-finals,[4] Connor Sheen (ENG) bt [7] Ryan Pasqual (MAS),"11-7, 11-6, 11-9 (27m)"
4138,139,Quarter-finals,[3] Darren Pragasam (MAS) bt [6] Tomotaka Endo (JPN),"10-12, 11-9, 11-7, 11-6 (44m)"
4139,139,Quarter-finals,[2] Evan Williams (NZL) bt [5] Bryan Lim Tze Kang (MAS),"11-6, 11-2, 11-6 (28m)"
4140,139,1st round,[1] Addeen Idrakie (MAS) bt Naoki Hayashi (JPN),"10-12, 11-2, 11-3, 11-4 (34m)"
4141,139,1st round,[8] Mike Corren (AUS) bt Zac Millar (NZL),"11-7, 8-11, 11-7, 11-8 (44m)"
4142,139,1st round,[7] Ryan Pasqual (MAS) bt [WC] Ali Jafari (ENG),"11-9, 11-6, 11-9 (35m)"
4143,139,1st round,[4] Connor Sheen (ENG) bt Rohan Toole (AUS),"7-11, 11-7, 11-6, 8-11, 11-7 (50m)"
4144,139,1st round,[3] Darren Pragasam (MAS) bt David Ilich (AUS),"10-12, 4-11, 14-12, 11-7, 11-9 (59m)"
4145,139,1st round,[6] Tomotaka Endo (JPN) bt Nicholas Calvert (AUS),"5-11, 11-9, 11-4, 11-9 (42m)"
4146,139,1st round,[5] Bryan Lim Tze Kang (MAS) bt Courtney West (AUS),"11-9, 13-11, 11-4 (38m)"
4147,139,1st round,[2] Evan Williams (NZL) bt Ong Sai Hung (MAS),"12-10, 11-7, 11-9 (33m)"
4148,140,Final,[1] Mohamed Elshorbagy (EGY) bt [3] Tarek Momen (EGY),"11-8, 13-11, 11-8 (50m)"
4149,140,Semi-finals,[1] Mohamed Elshorbagy (EGY) bt [5] Karim Abdel Gawad (EGY),"11-7, 9-11, 12-10, 11-6 (59m)"
4150,140,Semi-finals,[3] Tarek Momen (EGY) bt [7] Mohamed Abouelghar (EGY),"11-4, 11-6, 11-8 (38m)"
4151,140,Quarter-finals,[1] Mohamed Elshorbagy (EGY) bt [6] Miguel Rodriguez (COL),"11-4, 11-9, 11-5 (36m)"
4152,140,Quarter-finals,[5] Karim Abdel Gawad (EGY) bt [4] Simon Rösner (GER),"11-3, 11-9, 11-5 (39m)"
4153,140,Quarter-finals,[3] Tarek Momen (EGY) bt [8] Saurav Ghosal (IND),"9-11, 11-6, 11-6, 14-12 (68m)"
4154,140,Quarter-finals,[7] Mohamed Abouelghar (EGY) bt [2] Ali Farag (EGY),"11-9, 5-11, 11-7, 11-9 (51m)"
4155,140,2nd round,[1] Mohamed Elshorbagy (EGY) bt Borja Golan (ESP),"11-7, 11-6, 11-7 (36m)"
4156,140,2nd round,[6] Miguel Rodriguez (COL) bt [9/16] Zahed Salem (EGY),"8-11, 11-6, 9-11, 14-12, 11-5 (102m)"
4157,140,2nd round,[5] Karim Abdel Gawad (EGY) bt [9/16] Max Lee (HKG),"10-12, 11-6, 9-11, 11-4, 11-7 (71m)"
4158,140,2nd round,[4] Simon Rösner (GER) bt [9/16] Daryl Selby (ENG),"11-7, 11-8, 11-6 (41m)"
4159,140,2nd round,[3] Tarek Momen (EGY) bt [9/16] Mathieu Castagnet (FRA),"11-5, 11-7, 11-4 (34m)"
4160,140,2nd round,[8] Saurav Ghosal (IND) bt [9/16] Declan James (ENG),"11-7, 12-10, 7-11, 11-5 (76m)"
4161,140,2nd round,[7] Mohamed Abouelghar (EGY) bt Nicolas Müller (SUI),"11-8, 11-8, 11-9 (37m)"
4162,140,2nd round,[2] Ali Farag (EGY) bt [9/16] Joel Makin (WAL),"8-11, 11-9, 11-6, 11-6 (64m)"
4163,140,1st round,[1] Mohamed Elshorbagy (EGY),bye
4164,140,1st round,Borja Golan (ESP) bt [9/16] James Willstrop (ENG),"11-2, 11-6, 11-4 (23m)"
4165,140,1st round,[9/16] Zahed Salem (EGY) bt George Parker (ENG),"11-9, 11-6, 11-5 (37m)"
4166,140,1st round,[6] Miguel Rodriguez (COL),bye
4167,140,1st round,[5] Karim Abdel Gawad (EGY),bye
4168,140,1st round,[9/16] Max Lee (HKG) bt [WC] Dimitri Steinmann (SUI),"11-8, 10-12, 11-6, 11-7 (60m)"
4169,140,1st round,[9/16] Daryl Selby (ENG) bt Cameron Pilley (AUS),"11-6, 9-11, 11-4, 7-11, 16-14 (85m)"
4170,140,1st round,[4] Simon Rösner (GER),bye
4171,140,1st round,[3] Tarek Momen (EGY),bye
4172,140,1st round,[9/16] Mathieu Castagnet (FRA) bt Chris Simpson (ENG),"13-11, 11-7, 11-8 (55m)"
4173,140,1st round,[9/16] Declan James (ENG) bt Eain Yow Ng (MAS),"13-11, 8-11, 11-8, 7-11, 11-5 (67m)"
4174,140,1st round,[8] Saurav Ghosal (IND),bye
4175,140,1st round,[7] Mohamed Abouelghar (EGY),bye
4176,140,1st round,Nicolas Müller (SUI) bt [9/16] Yip Tsz Fung (HKG),"11-6, 7-11, 11-6, 11-7 (38m)"
4177,140,1st round,[9/16] Joel Makin (WAL) bt Gregoire Marche (FRA),"11-9, 12-10, 11-7 (56m)"
4178,140,1st round,[2] Ali Farag (EGY),bye
4179,141,Final,[6] Mohamed Elsherbini (EGY) bt [1] Omar Abdel Meguid (EGY),"9-11, 12-10, 9-11, 11-9, 11-3 (77m)"
4180,141,Semi-finals,[1] Omar Abdel Meguid (EGY) bt [3] Auguste Dussourd (FRA),"9-11, 12-10, 9-11, 11-6, 13-11 (109m)"
4181,141,Semi-finals,[6] Mohamed Elsherbini (EGY) bt [7] Bernat Jaume (ESP),"11-8, 11-8, 3-11, 11-9 (61m)"
4182,141,Quarter-finals,[1] Omar Abdel Meguid (EGY) bt [8] Mohd Syafiq Kamal (MAS),"11-5, 11-7, 11-7 (33m)"
4183,141,Quarter-finals,[3] Auguste Dussourd (FRA) bt [5] Robertino Pezzota (ARG),"5-11, 6-11, 11-4, 11-5, 11-8 (89m)"
4184,141,Quarter-finals,[7] Bernat Jaume (ESP) bt [4] Shawn Delierre (CAN),"11-9, 11-3, 5-11, 11-9 (57m)"
4185,141,Quarter-finals,[6] Mohamed Elsherbini (EGY) bt [2] Alfredo Avila (MEX),"11-7, 11-8, 11-7 (45m)"
4186,141,1st round,[1] Omar Abdel Meguid (EGY) bt Evan Williams (NZL),"5-11, 11-4, 2-11, 11-6, 11-3 (54m)"
4187,141,1st round,[8] Mohd Syafiq Kamal (MAS) bt Yannik Omlor (GER),"12-10, 11-6, 11-7 (29m)"
4188,141,1st round,[5] Robertino Pezzota (ARG) bt Andrew Schnell (CAN),"4-11, 11-9, 11-7, 11-2 (57m)"
4189,141,1st round,[3] Auguste Dussourd (FRA) bt Cameron Seth (CAN),"12-10, 11-5, 11-7 (40m)"
4190,141,1st round,[4] Shawn Delierre (CAN) bt Addeen Idrakie (MAS),"11-4, 11-9, 11-9 (49m)"
4191,141,1st round,[7] Bernat Jaume (ESP) bt Tristan Eysele (RSA),"11-9, 11-5, 11-8 (42m)"
4192,141,1st round,[6] Mohamed Elsherbini (EGY) bt Tom Walsh (ENG),"12-10, 9-11, 11-6, 11-0 (45m)"
4193,141,1st round,[2] Alfredo Avila (MEX) bt Leonel Cardenas (MEX),"10-12, 11-8, 4-11, 11-8, 11-6 (81m)"
4194,142,Final,[8] Miko Äijänen (FIN) bt [3] Benjamin Aubert (FRA),"11-9, 11-6, 8-11, 11-3"
4195,142,Semi-finals,[3] Benjamin Aubert (FRA) bt [9/16] Fabien Verseille (FRA),"11-1, 11-7, 11-5"
4196,142,Semi-finals,[8] Miko Äijänen (FIN) bt [2] Reiko Peter (SUI),"7-11, 11-8, 11-9, 11-9"
4197,142,Quarter-finals,[9/16] Fabien Verseille (FRA) bt [9/16] Vini Rodrigues (BRA),"11-8, 11-3, 8-11, 11-9"
4198,142,Quarter-finals,[3] Benjamin Aubert (FRA) bt [9/16] Rory Stewart (SCO),"11-7, 11-5, 6-11, 11-0"
4199,142,Quarter-finals,[8] Miko Äijänen (FIN) bt [4] Mohammad Alsarraj (JOR),"12-10, 13-11, 11-6"
4200,142,Quarter-finals,[2] Reiko Peter (SUI) bt [6] Stuart MacGregor (ENG),"11-5, 11-6, 13-11"
4201,142,2nd round,[9/16] Fabien Verseille (FRA) bt [1] Ahsan Ayaz (PAK),"11-8, 11-6, 11-5"
4202,142,2nd round,[9/16] Vini Rodrigues (BRA) bt [7] Robin Gadola (SUI),"12-10, 6-11, 9-11, 11-6, 11-4"
4203,142,2nd round,[9/16] Rory Stewart (SCO) bt [5] Sean Conroy (IRL),"11-7, 11-4, 11-7"
4204,142,2nd round,[3] Benjamin Aubert (FRA) bt [WC] Zeeshan Khan (SWE),"11-7, 11-8, 11-8"
4205,142,2nd round,[4] Mohammad Alsarraj (JOR) bt [9/16] Viktor Byrtus (CZE),"11-8, 11-8, 11-4"
4206,142,2nd round,[8] Miko Äijänen (FIN) bt [9/16] Harry Falconer (ENG),"13-11, 11-8, 11-7"
4207,142,2nd round,[6] Stuart MacGregor (ENG) bt [9/16] Jakub Solnicky (CZE),"11-6, 11-9, 11-7"
4208,142,2nd round,[2] Reiko Peter (SUI) bt [9/16] Claudio Pinto (POR),"11-8, 11-6, 10-12, 11-6"
4209,142,1st round,[1] Ahsan Ayaz (PAK),bye
4210,142,1st round,[9/16] Fabien Verseille (FRA) bt Vojtech Ryba (CZE),"11-6, 11-4, 11-3"
4211,142,1st round,[9/16] Vini Rodrigues (BRA) bt [WC] Joel Viksten (SWE),"11-5, 9-11, 11-3, 11-5"
4212,142,1st round,[7] Robin Gadola (SUI),bye
4213,142,1st round,[5] Sean Conroy (IRL),bye
4214,142,1st round,[9/16] Rory Stewart (SCO),bye
4215,142,1st round,[WC] Zeeshan Khan (SWE) bt [9/16] Roee Avraham (ISR),"11-6, 11-9, 5-11, 11-7"
4216,142,1st round,[3] Benjamin Aubert (FRA),bye
4217,142,1st round,[4] Mohammad Alsarraj (JOR),bye
4218,142,1st round,[9/16] Viktor Byrtus (CZE) bt Roshan Bharos (NED),"11-8, 5-11, 11-4, 11-7"
4219,142,1st round,[9/16] Harry Falconer (ENG) bt [WC] Michael Babra (SWE),"11-6, 6-11, 11-2, 11-2"
4220,142,1st round,[8] Miko Äijänen (FIN),bye
4221,142,1st round,[6] Stuart MacGregor (ENG),bye
4222,142,1st round,[9/16] Jakub Solnicky (CZE) bt [WC] Erik Jakobsson (SWE),"16-14, 5-11, 11-6, 11-7"
4223,142,1st round,[9/16] Claudio Pinto (POR) bt Albin Kaiding (SWE),"11-7, 11-5, 11-4"
4224,142,1st round,[2] Reiko Peter (SUI),bye
4225,143,Final,[2] Baptiste Masotti (FRA) bt [1] Campbell Grayson (NZL),"12-10, 11-13, 11-6, 12-10"
4226,143,Semi-finals,[1] Campbell Grayson (NZL) bt [9/16] Jesus Camacho (MEX),"3-11, 11-6, 11-6, 11-9"
4227,143,Semi-finals,[2] Baptiste Masotti (FRA) bt [6] Carlos Cornes (ESP),"11-6, 9-11, 11-9, 11-3"
4228,143,Quarter-finals,[1] Campbell Grayson (NZL) bt [5] Victor Crouin (FRA),"11-9, 12-14, 10-12, 11-6, 11-6"
4229,143,Quarter-finals,[9/16] Jesus Camacho (MEX) bt [9/16] Aditya Jagtap (IND),"11-2, 11-8, 11-8"
4230,143,Quarter-finals,[6] Carlos Cornes (ESP) bt [9/16] Lau Tsz Kwan (HKG),"14-12, 13-11, 11-3"
4231,143,Quarter-finals,[2] Baptiste Masotti (FRA) bt [9/16] Mario Yanez (MEX),"11-9, 11-9, 4-11, 11-7"
4232,143,2nd round,[1] Campbell Grayson (NZL) bt Emyr Evans (WAL),"11-6, 11-7, 7-11, 11-4"
4233,143,2nd round,[5] Victor Crouin (FRA) bt [9/16] Henrik Mustonen (FIN),"10-12, 11-7, 11-1, 11-2"
4234,143,2nd round,[9/16] Jesus Camacho (MEX) bt [8] Sébastien Bonmalais (FRA),"11-8, 11-6, 11-4"
4235,143,2nd round,[9/16] Aditya Jagtap (IND) bt [4] Christopher Gordon (USA),3/1
4236,143,2nd round,[9/16] Lau Tsz Kwan (HKG) bt [3] Ahmed Hosny (EGY),"11-5, 11-4, 11-9"
4237,143,2nd round,[6] Carlos Cornes (ESP) bt Faraz Khan (USA),"11-5, 3-11, 11-4, 11-6"
4238,143,2nd round,[9/16] Mario Yanez (MEX) bt [7] Shahjahan Khan (PAK),3/1
4239,143,2nd round,[2] Baptiste Masotti (FRA) bt Jaymie Haycocks (ENG),"11-5, 11-5, 15-13"
4240,143,1st round,[1] Campbell Grayson (NZL),bye
4241,143,1st round,Emyr Evans (WAL) bt [9/16] Wong Chi Him (HKG),"13-11, 11-7, 11-8"
4242,143,1st round,[9/16] Henrik Mustonen (FIN) bt Quinton Crawford (USA),"11-4, 11-2, 11-4"
